mensaje,numero,my_sto,sto,cfo,snr,crc_error,previous_overflow_sum
"40M 8MSPS:0",0,1.22395e-06,109.153,-0.181409,19.7983,0,0
"40M 8MSPS:01",1,1.37456e-06,22.1717,-0.183081,19.9153,0,0
"40M 8MSPS:02",2,9.93073e-07,35.124,-0.182375,20.1746,0,0
"40M 8MSPS:03",3,3.9911e-06,115.499,-0.190732,20.0077,0,1
"40M 8MSPS:04",4,2.71564e-06,114.339,-0.189435,20.0185,0,0
"40M 8MSPS:05",5,3.12612e-06,78.3907,-0.187215,20.1207,0,0
"40M 8MSPS:06",6,-1.17027e-06,51.8536,-0.180131,19.8869,0,0
"40M 8MSPS:07",7,6.10587e-07,0.0762177,-0.182039,20.0351,0,0
"40M 8MSPS:08",8,-1.51811e-06,31.8101,-0.17286,20.0324,0,1
"40M 8MSPS:09",9,1.18836e-07,6.01475,-0.184569,19.8508,0,0
"40M 8MSPS:010",10,1.79195e-06,89.2239,-0.188126,20.2942,0,0
"40M 8MSPS:011",11,-1.41296e-07,48.9822,-0.179097,20.1879,0,0
"40M 8MSPS:012",12,1.89055e-06,15.2362,-0.181252,19.9525,0,0
"40M 8MSPS:013",13,8.61871e-07,57.1076,-0.18336,20.1136,0,0
"40M 8MSPS:014",14,1.60952e-06,99.2011,-0.187399,20.2097,0,0
"40M 8MSPS:015",15,1.7862e-06,120.223,-0.185108,19.1781,0,0
"40M 8MSPS:016",16,1.266e-06,48.1581,-0.184891,19.5745,0,0
"40M 8MSPS:017",17,1.54266e-06,121.193,-0.188402,20.1299,0,0
"40M 8MSPS:018",18,2.92905e-06,103.366,-0.192554,19.995,0,0
"40M 8MSPS:019",19,-8.31878e-07,8.89591,-0.185234,20.1113,0,0
"40M 8MSPS:020",20,3.35518e-06,30.4193,-0.187655,15.9126,0,1
"40M 8MSPS:021",21,2.33249e-06,85.2915,-0.188715,20.0111,0,0
"40M 8MSPS:022",22,1.02728e-06,60.1283,-0.181165,20.1318,0,0
"40M 8MSPS:023",23,9.12133e-07,21.1139,-0.181772,19.9783,0,0
"40M 8MSPS:024",24,-1.52993e-06,97.8087,-0.17886,19.6694,0,0
"40M 8MSPS:025",25,-1.13611e-05,12.5792,-1.19549,18.1289,0,0
"40M 8MSPS:026",26,3.91571e-06,26.4894,-0.191566,20.2276,0,0
"40M 8MSPS:027",27,9.46421e-07,77.1182,-0.180827,20.1508,0,0
"40M 8MSPS:028",28,2.18057e-06,45.2725,-0.184589,20.0345,0,0
"40M 8MSPS:029",29,3.02539e-06,9.37807,-0.179929,20.1067,0,0
"40M 8MSPS:030",30,-3.48732e-06,108.564,-0.190023,20.0733,0,1
"40M 8MSPS:031",31,-1.34546e-06,47.8317,-0.177117,20.091,0,0
"40M 8MSPS:032",32,-1.10055e-05,3.62363,-1.183,20.0462,0,0
"40M 8MSPS:033",33,2.17153e-06,52.2713,-0.182792,20.348,0,0
"40M 8MSPS:034",34,2.4357e-06,30.3044,-0.187076,19.9978,0,0
"40M 8MSPS:035",35,1.06157e-06,4.13259,-0.185151,20.0161,0,0
"40M 8MSPS:036",36,-7.14255e-07,110.911,-0.174552,20.1327,0,0
"40M 8MSPS:037",37,2.27161e-06,36.2838,-0.184728,20.2568,0,0
"40M 8MSPS:038",38,4.5119e-07,40.0563,-0.179191,20.2361,0,1
"40M 8MSPS:039",39,3.1021e-07,124.039,-0.18067,20.2035,0,0
"40M 8MSPS:040",40,-3.64004e-06,65.5449,-0.190555,20.235,0,0
"40M 8MSPS:041",41,2.76316e-06,20.3453,-0.185157,20.0681,0,2
"40M 8MSPS:042",42,3.98191e-06,22.4976,-0.190762,20.1647,0,0
"40M 8MSPS:043",43,3.65833e-06,82.4572,-0.187164,20.3055,0,1
"40M 8MSPS:044",44,2.72799e-06,104.341,-0.185024,20.102,0,0
"40M 8MSPS:045",45,-9.09323e-07,29.8862,-0.173361,19.8617,0,0
"40M 8MSPS:046",46,-3.71131e-06,48.536,-0.194888,20.2758,0,0
"40M 8MSPS:047",47,-1.78822e-06,30.7764,-0.175561,19.7428,0,1
"40M 8MSPS:048",48,1.34951e-06,104.169,-0.18279,20.1931,0,0
"40M 8MSPS:049",49,6.37517e-07,94.0796,-0.18853,20.2856,0,0
"40M 8MSPS:050",50,-5.30797e-07,53.9335,-0.17595,20.2179,0,1
"40M 8MSPS:051",51,-3.14953e-06,53.6062,-0.194787,20.0147,0,0
"40M 8MSPS:052",52,2.44656e-06,0.305712,-0.185901,20.1446,0,0
"40M 8MSPS:053",53,-1.1542e-06,34.8556,-0.174454,19.8465,0,0
"40M 8MSPS:054",54,2.78262e-06,56.3477,-0.18331,20.2356,0,0
"40M 8MSPS:055",55,2.52475e-06,4.31549,-0.184754,20.1438,0,0
